Date,Jammer,Blocker1,Blocker2,Blocker3,Blocker4,Lead,PointsFor,PointsAgainst,TimeToLead
8.3.19,13,NA,NA,NA,NA,TRUE,6,0,20
8.3.19,88,NA,NA,NA,NA,TRUE,2,0,7
8.3.19,10,NA,NA,NA,NA,FALSE,0,2,7
8.3.19,404,NA,NA,NA,NA,TRUE,3,0,5
8.3.19,731,NA,NA,NA,NA,TRUE,3,0,6
8.3.19,13,NA,NA,NA,NA,FALSE,0,3,6
8.3.19,88,NA,NA,NA,NA,FALSE,0,1,9
8.3.19,404,NA,NA,NA,NA,TRUE,3,0,68
8.3.19,88,NA,NA,NA,NA,FALSE,4,8,6
8.3.19,10,NA,NA,NA,NA,TRUE,8,4,6
8.3.19,404,NA,NA,NA,NA,FALSE,0,3,8
8.3.19,731,NA,NA,NA,NA,FALSE,0,3,14
8.3.19,88,NA,NA,NA,NA,TRUE,0,3,10
8.3.19,10,NA,NA,NA,NA,FALSE,3,0,10
8.3.19,404,NA,NA,NA,NA,FALSE,3,3,8
8.3.19,13,NA,NA,NA,NA,TRUE,3,3,8
8.3.19,724,NA,NA,NA,NA,FALSE,4,5,44
8.3.19,404,NA,NA,NA,NA,FALSE,0,8,6
8.3.19,13,NA,NA,NA,NA,TRUE,8,0,6
8.3.19,68,NA,NA,NA,NA,NA,0,17,NA
8.3.19,13,NA,NA,NA,NA,NA,17,0,NA
8.3.19,88,NA,NA,NA,NA,TRUE,8,0,7
8.3.19,10,NA,NA,NA,NA,FALSE,0,8,7
8.3.19,731,NA,NA,NA,NA,FALSE,1,4,7
8.3.19,404,NA,NA,NA,NA,TRUE,3,0,16
8.3.19,13,NA,NA,NA,NA,FALSE,0,3,16
8.3.19,88,NA,NA,NA,NA,NA,0,0,NA
8.3.19,10,NA,NA,NA,NA,NA,0,0,NA
8.3.19,88,NA,NA,NA,NA,NA,0,10,NA
8.3.19,13,NA,NA,NA,NA,NA,10,0,NA
8.3.19,88,NA,NA,NA,NA,FALSE,8,10,12
